SiteCode,sdatetime,sdate,Year,Month,DOY,Sample_ID,Sample_Qualifier,Enterococci,Reporting_Limit,Lab_Qualifier,Bacteria,Bacteria_Flag,Rain24,Rain48,Salinity,Air_Temp,Water_Temp,Weather,Past24HR_Weather,Past48HR_Weather,Tide_Stage,Water_Surface,Current
WIL-02,2016-08-01T12:50:00Z,2016-08-01,2016,8,214,WIL-02 8/1/2016,NOT APPLICABLE,96,10,NA,96,NA,NA,0.3,35,19.8,16.5,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2016-08-10T11:37:00Z,2016-08-10,2016,8,223,WIL-02 8/10/2016,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.1,33,22.8,17.1,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2016-08-15T12:45:00Z,2016-08-15,2016,8,228,WIL-02 8/15/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0.1,35,26.7,19.6,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2016-08-17T10:00:00Z,2016-08-17,2016,8,230,WIL-02 8/17/2016,NOT APPLICABLE,51,10,NA,51,NA,NA,0.5,35,29,18,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2016-08-22T12:45:00Z,2016-08-22,2016,8,235,WIL-02 8/22/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0.75,35,25,18.3,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2016-08-24T10:40:00Z,2016-08-24,2016,8,237,WIL-02 8/24/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0.5,34,27.2,19.3,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2016-08-29T12:45:00Z,2016-08-29,2016,8,242,WIL-02 8/29/2016,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,33,27.7,17.9,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-08-03T10:15:00Z,2016-08-03,2016,8,216,WIL-02 8/3/2016,NOT APPLICABLE,96,10,NA,96,NA,NA,0,34,22.8,17.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-08-31T09:45:00Z,2016-08-31,2016,8,244,WIL-02 8/31/2016,NOT APPLICABLE,84,10,NA,84,NA,NA,0,33,22.4,17.2,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-08-08T12:45:00Z,2016-08-08,2016,8,221,WIL-02 8/8/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0,34,25.4,20.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-06-12T10:05:00Z,2017-06-12,2017,6,163,WIL-02 6/12/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,30,23.1,14.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-06-14T09:45:00Z,2017-06-14,2017,6,165,WIL-02 6/14/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,27,20.8,14.8,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-06-19T10:00:00Z,2017-06-19,2017,6,170,WIL-02 6/19/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,31,23,11.7,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-06-21T10:15:00Z,2017-06-21,2017,6,172,WIL-02 6/21/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,31,24.6,12.2,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-06-26T10:00:00Z,2017-06-26,2017,6,177,WIL-02 6/26/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,32,22.4,14.5,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-06-28T10:00:00Z,2017-06-28,2017,6,179,WIL-02 6/28/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.5,32,21.7,14.7,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2017-06-05T12:30:00Z,2017-06-05,2017,6,156,WIL-02 6/5/2017,NOT APPLICABLE,183,NA,NA,183,NA,NA,0.5,31,11.6,10.8,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2017-06-07T10:15:00Z,2017-06-07,2017,6,158,WIL-02 6/7/2017,NOT APPLICABLE,31,NA,NA,31,NA,NA,1,28,14.9,12.2,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2017-07-10T10:00:00Z,2017-07-10,2017,7,191,WIL-02 7/10/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.25,32,28.4,15,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2017-07-12T10:00:00Z,2017-07-12,2017,7,193,WIL-02 7/12/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.16,31,25.3,17.2,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2017-07-17T10:00:00Z,2017-07-17,2017,7,198,WIL-02 7/17/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,30,18.8,15.9,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-07-19T10:05:00Z,2017-07-19,2017,7,200,WIL-02 7/19/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.5,31,21.6,16.9,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2017-07-24T10:00:00Z,2017-07-24,2017,7,205,WIL-02 7/24/2017,NOT APPLICABLE,31,NA,NA,31,NA,NA,0.13,30,17.1,15.7,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2017-07-26T10:00:00Z,2017-07-26,2017,7,207,WIL-02 7/26/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,31,23,17.6,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-07-31T10:00:00Z,2017-07-31,2017,7,212,WIL-02 7/31/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,31,22.6,17.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-07-05T10:00:00Z,2017-07-05,2017,7,186,WIL-02 7/5/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,31,25.3,16.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-08-14T10:00:00Z,2017-08-14,2017,8,226,WIL-02 8/14/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,32,22.3,16,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-08-16T10:00:00Z,2017-08-16,2017,8,228,WIL-02 8/16/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,32,25.7,16.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-08-02T10:00:00Z,2017-08-02,2017,8,214,WIL-02 8/2/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,30,22.9,17,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-08-21T10:00:00Z,2017-08-21,2017,8,233,WIL-02 8/21/2017,NOT APPLICABLE,63,NA,NA,63,NA,NA,0,30,22.5,16.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-08-23T10:00:00Z,2017-08-23,2017,8,235,WIL-02 8/23/2017,NOT APPLICABLE,41,NA,NA,41,NA,NA,0.25,32,27.4,16.4,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2017-08-28T10:00:00Z,2017-08-28,2017,8,240,WIL-02 8/28/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,30,19.3,16.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2017-08-30T10:15:00Z,2017-08-30,2017,8,242,WIL-02 8/30/2017,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.13,30,16.6,15.4,OVERCAST,NA,LIGHT RAIN,NA,ROUGH,NA
WIL-02,2017-08-07T10:00:00Z,2017-08-07,2017,8,219,WIL-02 8/7/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.25,31,22.7,18,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2017-08-09T09:50:00Z,2017-08-09,2017,8,221,WIL-02 8/9/2017,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.5,31,25.9,16.2,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-06-11T10:00:00Z,2018-06-11,2018,6,162,WIL-02 6/11/2018,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,33,17.5,13.5,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-06-13T10:15:00Z,2018-06-13,2018,6,164,WIL-02 6/13/2018,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,33,26.3,12.8,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-06-18T10:00:00Z,2018-06-18,2018,6,169,WIL-02 6/18/2018,NOT APPLICABLE,20,NA,NA,20,NA,NA,0,33,26.3,15.2,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-06-20T10:15:00Z,2018-06-20,2018,6,171,WIL-02 6/20/2018,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.5,33,26.5,14.7,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-06-25T10:00:00Z,2018-06-25,2018,6,176,WIL-02 6/25/2018,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.1,33,16.7,14.6,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-06-27T11:00:00Z,2018-06-27,2018,6,178,WIL-02 6/27/2018,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,33,21,14.1,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-06-04T10:00:00Z,2018-06-04,2018,6,155,WIL-02 6/4/2018,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.5,33,10.8,11.6,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
WIL-02,2018-06-06T10:30:00Z,2018-06-06,2018,6,157,WIL-02 6/6/2018,NOT APPLICABLE,20,NA,NA,20,NA,NA,0.16,33,12.5,12.6,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-07-11T10:15:00Z,2018-07-11,2018,7,192,WIL-02 7/11/2018,NOT APPLICABLE,262,NA,NA,262,NA,NA,1,33,19.7,16.8,PARTLY CLOUDY,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2018-07-16T10:15:00Z,2018-07-16,2018,7,197,WIL-02 7/16/2018,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.25,33,21.5,17.7,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-07-18T10:45:00Z,2018-07-18,2018,7,199,WIL-02 7/18/2018,NOT APPLICABLE,10,NA,NA,10,NA,NA,1,33,22.4,19.2,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2018-07-02T10:15:00Z,2018-07-02,2018,7,183,WIL-02 7/2/2018,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.25,33,19.2,17.2,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-07-23T10:00:00Z,2018-07-23,2018,7,204,WIL-02 7/23/2018,NOT APPLICABLE,31,NA,NA,31,NA,NA,1,33,22.1,16.8,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
WIL-02,2018-07-25T10:15:00Z,2018-07-25,2018,7,206,WIL-02 7/25/2018,NOT APPLICABLE,74,NA,NA,74,NA,NA,0.25,32,21.8,16.9,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-07-30T09:50:00Z,2018-07-30,2018,7,211,WIL-02 7/30/2018,NOT APPLICABLE,155,NA,NA,155,NA,NA,0,31,23,19,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-07-05T10:30:00Z,2018-07-05,2018,7,186,WIL-02 7/5/2018,NOT APPLICABLE,20,NA,NA,20,NA,NA,0,33,26.4,20.5,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-07-09T10:15:00Z,2018-07-09,2018,7,190,WIL-02 7/9/2018,NOT APPLICABLE,63,NA,NA,63,NA,NA,0,33,20.8,16.8,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-08-01T10:30:00Z,2018-08-01,2018,8,213,WIL-02 8/1/2018,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.25,32,27.8,19.8,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-08-13T10:15:00Z,2018-08-13,2018,8,225,WIL-02 8/13/2018,NOT APPLICABLE,426,NA,NA,426,NA,NA,0.25,32,18.8,18.5,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-08-15T11:15:00Z,2018-08-15,2018,8,227,WIL-02 8/15/2018,NOT APPLICABLE,169,NA,NA,169,NA,NA,0.5,32,22.8,18.6,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2018-08-20T10:25:00Z,2018-08-20,2018,8,232,WIL-02 8/20/2018,NOT APPLICABLE,52,NA,NA,52,NA,NA,0.25,32,20.2,17.9,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2018-08-22T11:25:00Z,2018-08-22,2018,8,234,WIL-02 8/22/2018,NOT APPLICABLE,15531,NA,NA,15531,NA,NA,0.5,31,19.6,18.2,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2018-08-27T10:15:00Z,2018-08-27,2018,8,239,WIL-02 8/27/2018,NOT APPLICABLE,20,NA,NA,20,NA,NA,0,33,26.2,18.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-08-29T11:15:00Z,2018-08-29,2018,8,241,WIL-02 8/29/2018,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,30,31,18.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2018-08-06T10:00:00Z,2018-08-06,2018,8,218,WIL-02 8/6/2018,NOT APPLICABLE,20,NA,NA,20,NA,NA,0.5,32,23.7,18.4,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2018-08-08T11:15:00Z,2018-08-08,2018,8,220,WIL-02 8/8/2018,NOT APPLICABLE,75,NA,NA,75,NA,NA,0,32,26.4,18.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-06-10T10:00:00Z,2019-06-10,2019,6,161,WIL-02 6/10/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,27,22,13,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-06-12T10:00:00Z,2019-06-12,2019,6,163,WIL-02 6/12/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.25,30,21,12.1,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-06-17T10:05:00Z,2019-06-17,2019,6,168,WIL-02 6/17/2019,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.1,27,22.3,12.3,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-06-19T10:05:00Z,2019-06-19,2019,6,170,WIL-02 6/19/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.08,25,16.9,13.7,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-06-24T10:05:00Z,2019-06-24,2019,6,175,WIL-02 6/24/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,27,22.8,15.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-06-26T10:12:00Z,2019-06-26,2019,6,177,WIL-02 6/26/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.75,27,19.6,14.6,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2019-06-03T10:10:00Z,2019-06-03,2019,6,154,WIL-02 6/3/2019,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.08,28,19.2,11.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-06-05T10:00:00Z,2019-06-05,2019,6,156,WIL-02 6/5/2019,NOT APPLICABLE,97,NA,NA,97,NA,NA,0.25,27,15.1,11.3,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-07-01T10:03:00Z,2019-07-01,2019,7,182,WIL-02 7/1/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.2,26,24,16.2,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-07-10T09:50:00Z,2019-07-10,2019,7,191,WIL-02 7/10/2019,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,28,25,15.3,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-15T10:09:00Z,2019-07-15,2019,7,196,WIL-02 7/15/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,28,27.2,16.3,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-17T10:08:00Z,2019-07-17,2019,7,198,WIL-02 7/17/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,28,26.6,15.8,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-22T10:00:00Z,2019-07-22,2019,7,203,WIL-02 7/22/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,28,24,16.7,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-24T09:45:00Z,2019-07-24,2019,7,205,WIL-02 7/24/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,28,22.3,14.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-29T09:43:00Z,2019-07-29,2019,7,210,WIL-02 7/29/2019,NOT APPLICABLE,31,NA,NA,31,NA,NA,0,27,26,17.2,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-03T10:10:00Z,2019-07-03,2019,7,184,WIL-02 7/3/2019,NOT APPLICABLE,10,NA,NA,10,NA,NA,0,26,25.8,16.6,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-31T09:54:00Z,2019-07-31,2019,7,212,WIL-02 7/31/2019,NOT APPLICABLE,52,NA,NA,52,NA,NA,0,28,25.2,16.8,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-07-08T10:15:00Z,2019-07-08,2019,7,189,WIL-02 7/8/2019,NOT APPLICABLE,31,NA,NA,31,NA,NA,0,28,23.8,17.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-08-12T09:20:00Z,2019-08-12,2019,8,224,WIL-02 8/12/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,29,25.4,15.9,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-08-14T10:00:00Z,2019-08-14,2019,8,226,WIL-02 8/14/2019,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.18,29,21.3,17.3,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-08-19T09:55:00Z,2019-08-19,2019,8,231,WIL-02 8/19/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.05,27,24.4,17.6,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-08-21T09:50:00Z,2019-08-21,2019,8,233,WIL-02 8/21/2019,NOT APPLICABLE,10,NA,NA,10,NA,NA,0.018,27,26.7,17.8,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2019-08-26T09:55:00Z,2019-08-26,2019,8,238,WIL-02 8/26/2019,NOT APPLICABLE,20,NA,NA,20,NA,NA,0,29,21.6,17.8,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-08-28T09:55:00Z,2019-08-28,2019,8,240,WIL-02 8/28/2019,NOT APPLICABLE,52,NA,NA,52,NA,NA,0,28,24.2,16.6,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-08-05T09:59:00Z,2019-08-05,2019,8,217,WIL-02 8/5/2019,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,28,28.1,16.8,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2019-08-07T09:50:00Z,2019-08-07,2019,8,219,WIL-02 8/7/2019,NOT APPLICABLE,20,NA,NA,20,NA,NA,0,29,20.8,15.7,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-03,2005-03-28T12:50:00Z,2005-03-28,2005,3,87,WIL-03 3/28/2005,NA,238,10,NA,238,NA,NA,NA,NA,NA,NA,RAIN,NA,NA,NA,NA,NA
WIL-03,2005-03-29T13:10:00Z,2005-03-29,2005,3,88,WIL-03 3/29/2005,NA,96,10,NA,96,NA,2.2,NA,NA,NA,NA,CLEAR,HEAVY RAIN,NA,NA,NA,NA
WIL-03,2004-04-13T09:10:00Z,2004-04-13,2004,4,104,WIL-03 4/13/2004,NA,20,10,NA,20,NA,2,NA,NA,NA,NA,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
WIL-03,2005-04-27T14:20:00Z,2005-04-27,2005,4,117,WIL-03 4/27/2005,NA,10,10,NA,10,NA,0,NA,32,12,7,RAIN,MEDIUM RAIN,NA,NA,NA,NA
WIL-03,2004-05-24T13:25:00Z,2004-05-24,2004,5,145,WIL-03 5/24/2004,NA,249,10,NA,249,NA,0.87,NA,NA,NA,NA,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
WIL-03,2004-05-26T13:15:00Z,2004-05-26,2004,5,147,WIL-03 5/26/2004,NA,31,10,NA,31,NA,0.02,NA,NA,NA,NA,OVERCAST,LIGHT RAIN,NA,NA,NA,NA
WIL-03,2006-05-30T11:30:00Z,2006-05-30,2006,5,150,WIL-03 5/30/2006,NA,10,10,NA,10,NA,NA,NA,31,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-03,2004-05-04T14:00:00Z,2004-05-04,2004,5,125,WIL-03 5/4/2004,NA,NA,10,U,10,TRUE,1,NA,NA,NA,NA,OVERCAST,LIGHT RAIN,NA,NA,NA,NA
WIL-03,2005-06-01T09:55:00Z,2005-06-01,2005,6,152,WIL-03 6/1/2005,NA,NA,10,U,10,TRUE,0,NA,25,16,11,CLEAR,NA,NA,NA,NA,NA
WIL-03,2006-06-01T09:40:00Z,2006-06-01,2006,6,152,WIL-03 6/1/2006,NA,NA,10,U,10,TRUE,NA,NA,31,14,11,OVERCAST,NA,NA,NA,NA,NA
WIL-03,2009-06-10T09:12:00Z,2009-06-10,2009,6,161,WIL-03 6/10/2009,NA,10,10,NA,10,NA,NA,0.31,30,11.1,11.7,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-03,2003-06-11T00:00:00Z,2003-06-11,2003,6,162,WIL-03 6/11/2003,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-03,2007-06-11T09:30:00Z,2007-06-11,2007,6,162,WIL-03 6/11/2007,NA,NA,10,U,10,TRUE,0,NA,30,23.1,12.4,CLEAR,NA,NA,NA,CALM,NA
WIL-03,2008-06-11T09:11:00Z,2008-06-11,2008,6,163,WIL-03 6/11/2008,NA,NA,10,U,10,TRUE,NA,0.1,29,14.5,11.5,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-03,2006-06-12T09:25:00Z,2006-06-12,2006,6,163,WIL-03 6/12/2006,NA,NA,10,U,10,TRUE,0.26,NA,25,22,18,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
WIL-03,2005-06-13T10:40:00Z,2005-06-13,2005,6,164,WIL-03 6/13/2005,NA,NA,10,U,10,TRUE,NA,NA,25,27,17,OVERCAST,NA,NA,NA,NA,NA
WIL-03,2007-06-13T09:35:00Z,2007-06-13,2007,6,164,WIL-03 6/13/2007,NA,NA,10,U,10,TRUE,0.05,NA,30,11.5,13.5,RAIN,LIGHT RAIN,NA,NA,ROUGH,NA
WIL-03,2004-06-14T09:55:00Z,2004-06-14,2004,6,166,WIL-03 6/14/2004,NA,NA,10,U,10,TRUE,0,NA,33,19,11,OVERCAST,NA,NA,NA,NA,NA
WIL-03,2006-06-14T09:48:00Z,2006-06-14,2006,6,165,WIL-03 6/14/2006,NA,20,10,NA,20,NA,0,NA,24,23,16,CLEAR,NA,NA,NA,CALM,NA
WIL-03,2007-06-14T00:00:00Z,2007-06-14,2007,6,165,WIL-03 6/14/2007,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,OVERCAST,LIGHT RAIN,NA,NA,ROUGH,NA
WIL-03,2005-06-15T09:40:00Z,2005-06-15,2005,6,166,WIL-03 6/15/2005,NA,1100,10,NA,1100,NA,1.37,NA,24,9,12,OVERCAST,NA,NA,NA,NA,NA
WIL-03,2009-06-15T08:55:00Z,2009-06-15,2009,6,166,WIL-03 6/15/2009,NA,20,10,NA,20,NA,NA,0.91,30,12.9,12.6,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-03,2003-06-16T09:35:00Z,2003-06-16,2003,6,167,WIL-03 6/16/2003,NA,NA,10,U,10,TRUE,0.6,NA,31,16,12,PARTLY CLOUDY,LIGHT RAIN,NA,NA,NA,NA
WIL-03,2004-06-16T00:00:00Z,2004-06-16,2004,6,168,WIL-03 6/16/2004,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,CLEAR,NA,NA,NA,CALM,NA
WIL-03,2005-06-16T00:00:00Z,2005-06-16,2005,6,167,WIL-03 6/16/2005,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL-03,2005-06-16T12:45:00Z,2005-06-16,2005,6,167,WIL-03 6/16/2005,NA,74,10,NA,74,NA,0,NA,NA,11,NA,OVERCAST,NA,NA,NA,NA,NA
WIL-03,2008-06-16T09:20:00Z,2008-06-16,2008,6,168,WIL-03 6/16/2008,NA,NA,10,U,10,TRUE,NA,0.26,31,15.8,11.1,OVERCAST,NA,NA,NA,CALM,NA
WIL-03,2009-06-16T00:00:00Z,2009-06-16,2009,6,167,WIL-03 6/16/2009,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-03,2009-06-17T09:15:00Z,2009-06-17,2009,6,168,WIL-03 6/17/2009,NA,NA,10,U,10,TRUE,NA,0.06,30,17.8,13.8,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-03,2003-06-18T00:00:00Z,2003-06-18,2003,6,169,WIL-03 6/18/2003,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-03,2007-06-18T09:45:00Z,2007-06-18,2007,6,169,WIL-03 6/18/2007,NA,NA,10,U,10,TRUE,0.01,NA,28,22.9,15.4,PARTLY CLOUDY,LIGHT RAIN,NA,NA,CALM,NA
WIL-03,2008-06-18T09:13:00Z,2008-06-18,2008,6,170,WIL-03 6/18/2008,NA,10,10,NA,10,NA,NA,0,30,15,12.5,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-03,2006-06-19T09:00:00Z,2006-06-19,2006,6,170,WIL-03 6/19/2006,NA,NA,10,U,10,TRUE,0,NA,20,21,16,CLEAR,NA,NA,NA,CALM,NA
WIL-03,2004-06-02T11:15:00Z,2004-06-02,2004,6,154,WIL-03 6/2/2004,NA,63,10,NA,63,NA,0.24,NA,32,12,9.5,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
